D0,GPIO1
D1,GPIO2
D2,GPIO3
D3,GPIO4
D4,GPIO5
D5,GPIO6
D6,GPIO43
D7,GPIO44
D8,GPIO7
D9,GPIO8
D10,GPIO9
A0,GPIO1
A1,GPIO2
A2,GPIO3
A3,GPIO4
SDA,GPIO5
SCL,GPIO6
TX,GPIO43
RX,GPIO44
SCK,GPIO8
MISO,GPIO8
MOSI,GPIO9

# no onboard programmable LEDs
